study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6455	SAMEA2570511	ERS470952	ERX488128	ERR522969	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522969/ERR522969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522969/ERR522969_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522969/ERR522969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522969/ERR522969_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_57_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_57_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_57_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_57_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522969	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522969		
PRJEB6455	SAMEA2570570	ERS471011	ERX488187	ERR522970	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522970/ERR522970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522970/ERR522970_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522970/ERR522970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522970/ERR522970_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_46_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_46_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_46_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_46_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522970	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522970		
PRJEB6455	SAMEA2570822	ERS471263	ERX488439	ERR522971	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522971/ERR522971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522971/ERR522971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522971/ERR522971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522971/ERR522971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_13_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_13_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_13_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_13_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522971	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522971		
PRJEB6455	SAMEA2570470	ERS470911	ERX488087	ERR522972	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522972/ERR522972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522972/ERR522972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522972/ERR522972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522972/ERR522972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522972	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522972		
PRJEB6455	SAMEA2570768	ERS471209	ERX488385	ERR522973	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522973/ERR522973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522973/ERR522973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522973/ERR522973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522973/ERR522973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_74_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_74_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_74_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_74_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522973	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522973		
PRJEB6455	SAMEA2570465	ERS470906	ERX488082	ERR522974	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522974/ERR522974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522974/ERR522974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522974/ERR522974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522974/ERR522974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_75_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_75_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_75_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_75_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522974	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522974		
PRJEB6455	SAMEA2570742	ERS471183	ERX488359	ERR522975	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522975/ERR522975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522975/ERR522975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522975/ERR522975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522975/ERR522975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_38_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_38_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_38_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_38_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522975	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522975		
PRJEB6455	SAMEA2570730	ERS471171	ERX488347	ERR522976	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522976/ERR522976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522976/ERR522976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522976/ERR522976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522976/ERR522976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_17_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_17_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_17_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_17_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522976	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522976		
PRJEB6455	SAMEA2570745	ERS471186	ERX488362	ERR522977	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522977/ERR522977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522977/ERR522977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522977/ERR522977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522977/ERR522977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522977	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522977		
PRJEB6455	SAMEA2570443	ERS470884	ERX488060	ERR522978	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522978/ERR522978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522978/ERR522978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522978/ERR522978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522978/ERR522978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_42_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_42_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_42_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_42_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522978	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522978		
PRJEB6455	SAMEA2570820	ERS471261	ERX488437	ERR522979	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522979/ERR522979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522979/ERR522979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522979/ERR522979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522979/ERR522979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_93_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_93_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_93_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_93_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522979	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522979		
PRJEB6455	SAMEA2570600	ERS471041	ERX488217	ERR522980	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522980/ERR522980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522980/ERR522980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522980/ERR522980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522980/ERR522980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_48_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_48_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_48_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_48_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522980	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522980		
PRJEB6455	SAMEA2570660	ERS471101	ERX488277	ERR522981	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522981/ERR522981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522981/ERR522981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522981/ERR522981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522981/ERR522981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522981	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522981		
PRJEB6455	SAMEA2570692	ERS471133	ERX488309	ERR522982	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522982/ERR522982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522982/ERR522982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522982/ERR522982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522982/ERR522982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_45_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_45_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_45_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_45_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522982	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522982		
PRJEB6455	SAMEA2570680	ERS471121	ERX488297	ERR522983	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522983/ERR522983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522983/ERR522983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522983/ERR522983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522983/ERR522983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_78_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_78_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_78_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_78_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522983	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522983		
PRJEB6455	SAMEA2570783	ERS471224	ERX488400	ERR522984	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522984/ERR522984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522984/ERR522984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522984/ERR522984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522984/ERR522984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_79_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_79_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_79_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_79_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522984	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522984		
PRJEB6455	SAMEA2570766	ERS471207	ERX488383	ERR522985	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522985/ERR522985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522985/ERR522985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522985/ERR522985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522985/ERR522985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_75_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_75_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_75_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_75_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522985	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522985		
PRJEB6455	SAMEA2570613	ERS471054	ERX488230	ERR522986	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522986/ERR522986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522986/ERR522986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522986/ERR522986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522986/ERR522986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_92_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_92_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_92_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_92_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522986	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522986		
PRJEB6455	SAMEA2570565	ERS471006	ERX488182	ERR522987	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522987/ERR522987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522987/ERR522987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522987/ERR522987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522987/ERR522987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_73_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_73_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_73_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_73_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522987	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522987		
PRJEB6455	SAMEA2570747	ERS471188	ERX488364	ERR522988	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522988/ERR522988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522988/ERR522988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522988/ERR522988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522988/ERR522988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_33_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_33_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_33_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_33_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522988	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522988		
PRJEB6455	SAMEA2570437	ERS470878	ERX488054	ERR522989	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522989/ERR522989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522989/ERR522989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522989/ERR522989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522989/ERR522989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_27_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_27_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_27_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_27_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522989	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522989		
PRJEB6455	SAMEA2570817	ERS471258	ERX488434	ERR522990	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522990/ERR522990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522990/ERR522990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522990/ERR522990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522990/ERR522990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_26_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_26_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_26_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_26_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522990	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522990		
PRJEB6455	SAMEA2570539	ERS470980	ERX488156	ERR522991	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522991/ERR522991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522991/ERR522991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522991/ERR522991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522991/ERR522991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_28_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_28_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_28_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_28_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522991	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522991		
PRJEB6455	SAMEA2570699	ERS471140	ERX488316	ERR522992	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522992/ERR522992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522992/ERR522992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522992/ERR522992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522992/ERR522992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_38_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_38_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_38_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_38_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522992	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522992		
